parkCode,year,recreationVisits,nonRecreationVisits
buff,2021,1515874.0,0.0
pore,2021,2738098.0,25788.0
yell,2021,4860242.0,1329368.0
glac,2021,3081656.0,7986.0
indu,2021,3177210.0,3943.0
cato,2021,520339.0,190145.0
slbe,2021,1722955.0,0.0
romo,2021,4434848.0,8750.0
bica,2021,219505.0,6900.0
redw,2021,435879.0,10824.0
upde,2021,269810.0,321936.0
shen,2021,1592312.0,10962.0
asis,2021,2662716.0,3600.0
whsa,2021,782469.0,0.0
arch,2021,1806865.0,0.0
laro,2021,1336629.0,1200.0
anac,2021,,
pinn,2021,348857.0,0.0
jela,2021,247749.0,192000.0
piro,2021,1313179.0,3338.0
moru,2021,2525868.0,875777.0
obed,2021,,
fiis,2021,224924.0,207429.0
biso,2021,834724.0,0.0
gate,2021,9060807.0,799992.0
caco,2021,4017239.0,29548.0
hobe,2021,58285.0,0.0
gari,2021,167794.0,0.0
orpi,2021,190848.0,457038.0
lamr,2021,1307769.0,0.0
elma,2021,181729.0,720.0
sagu,2021,1079786.0,2931086.0
mima,2021,983201.0,0.0
calo,2021,562461.0,2160.0
liri,2021,862606.0,0.0
fodu,2021,,
lowe,2021,49721.0,0.0
linc,2021,5792331.0,0.0
vafo,2021,1502209.0,0.0
thje,2021,,
colo,2021,3114420.0,1892186.0
wrbr,2021,482191.0,2190.0
havo,2022,1580961.0,1890756.0
petr,2022,339394.0,0.0
deva,2022,1128862.0,44315.0
bawa,2022,,
goga,2022,15638911.0,0.0
jotr,2022,3058294.0,11329.0
natr,2022,6543533.0,8503412.0
grca,2022,4732101.0,7720.0
gwmp,2022,7397120.0,33282505.0
lake,2022,5578226.0,202320.0
colo,2022,2762273.0,1682553.0
romo,2022,4300424.0,8750.0
ever,2022,1155193.0,6000.0
yose,2022,3667550.0,144769.0
pais,2022,531624.0,1800.0
blri,2022,15711004.0,1942260.0
grte,2022,2806223.0,1536763.0
glca,2022,2842776.0,23322.0
mnrr,2022,133162.0,0.0
nama,2022,,
indu,2022,2834180.0,3943.0
grsm,2022,12937633.0,10832000.0
guis,2022,5685155.0,110991.0
buff,2022,1306932.0,0.0
gari,2022,163510.0,0.0
neri,2022,1593523.0,2400.0
cuva,2022,2913312.0,0.0
acad,2022,3970260.0,47100.0
maca,2022,663147.0,133350.0
choh,2022,4286185.0,11880.0
suit,2022,,
brca,2022,2354660.0,409353.0
rocr,2022,2026156.0,12419553.0
clba,2022,673.0,0.0
chat,2022,3537848.0,0.0
band,2022,210941.0,840.0
cure,2022,992749.0,0.0
pisc,2022,243212.0,0.0
bibe,2022,514107.0,2700.0
cana,2022,2122075.0,0.0
gate,2022,8728291.0,916791.0
upde,2022,270718.0,331091.0
drto,2022,78488.0,2109.0
mana,2022,532727.0,480.0
morr,2022,245231.0,0.0
bith,2022,276788.0,0.0
colm,2022,480442.0,364961.0
seki,2022,,
dena,2022,427562.0,903543.0
moja,2022,773463.0,0.0
cany,2022,779147.0,0.0
redw,2022,458400.0,10824.0
zion,2022,4692417.0,21900.0
pete,2022,180907.0,399296.0
shen,2022,1449300.0,10962.0
glac,2022,2908458.0,13835.0
rich,2022,173124.0,148193.0
whis,2022,1505134.0,6044.0
biso,2022,797726.0,0.0
crmo,2022,237774.0,0.0
yell,2022,3290242.0,1336634.0
caha,2022,2862844.0,149140.0
dewa,2022,4380225.0,54000.0
noca,2022,30154.0,0.0
meve,2022,499790.0,10650.0
kaho,2022,291342.0,0.0
mora,2022,1622395.0,749192.0
glba,2022,545758.0,545.0
olym,2022,2432972.0,622476.0
badl,2022,1006809.0,55984.0
pefo,2022,505209.0,120.0
grba,2022,142115.0,1200.0
viis,2022,196752.0,201233.0
pinn,2022,275023.0,0.0
ozar,2022,1291305.0,0.0
sacn,2022,833773.0,0.0
obed,2022,,
amme,2022,,
grfa,2022,,
bisc,2022,701023.0,0.0
lavo,2022,446291.0,0.0
slbe,2022,1501117.0,0.0
arch,2022,1460652.0,0.0
caco,2022,3968672.0,29548.0
frsp,2022,756296.0,1244420.0
wupa,2022,194448.0,6531.0
asis,2022,2340269.0,3600.0
elma,2022,162755.0,720.0
pore,2022,2336202.0,25788.0
gumo,2022,219987.0,1440.0
bicy,2023,1846562.0,0.0
shen,2023,1576008.0,10962.0
natr,2023,6784853.0,9395218.0
vafo,2023,1880527.0,0.0
nama,2023,,
rocr,2023,1817868.0,12419553.0
wapa,2023,415533.0,333.0
york,2023,,
goga,2023,14953882.0,0.0
suit,2023,,
samo,2023,759352.0,49659.0
prsf,2023,,
bawa,2023,,
piro,2023,910939.0,3141.0
colm,2023,486179.0,354101.0
viis,2023,343685.0,231252.0
grca,2023,4733705.0,12533.0
bibe,2023,509129.0,2700.0
clba,2023,4223.0,0.0
yose,2023,3897070.0,160167.0
lake,2023,5798541.0,210310.0
cuva,2023,2860059.0,0.0
arch,2023,1482045.0,0.0
neri,2023,1707223.0,2400.0
chis,2023,328746.0,12197.0
dewa,2023,4207541.0,54000.0
cure,2023,957635.0,0.0
elma,2023,167107.0,720.0
olym,2023,2947503.0,1045102.0
frst,2023,143045.0,122.0
jotr,2023,3270404.0,12171.0
sacn,2023,806257.0,0.0
chch,2023,1021822.0,2230645.0
grsm,2023,13297647.0,10832000.0
acad,2023,3879890.0,47100.0
chat,2023,3183081.0,0.0
cany,2023,800322.0,0.0
gumo,2023,227340.0,1440.0
dena,2023,498722.0,847073.0
blri,2023,16757635.0,1942260.0
caha,2023,2826169.0,145103.0
gate,2023,8705329.0,994692.0
colo,2023,2691931.0,1460678.0
fodu,2023,,
choh,2023,4470592.0,11880.0
yell,2023,4501382.0,1306861.0
glca,2023,5206934.0,27091.0
buff,2023,1549467.0,0.0
glac,2023,2933616.0,2644.0
appa,2023,,
calo,2023,529995.0,2160.0
ozar,2023,1334137.0,0.0
chic,2023,2082326.0,0.0
guis,2023,8277857.0,283104.0
rich,2023,169145.0,145244.0
indu,2023,2765892.0,3943.0
lamr,2023,1337683.0,0.0
gwmp,2023,7391260.0,34753571.0
romo,2023,4115837.0,8750.0
deva,2023,1099632.0,44158.0
orpi,2023,186601.0,257915.0
grte,2023,3417106.0,1570845.0
pore,2023,2268058.0,25788.0
grfa,2023,,
mora,2023,1674294.0,849082.0
frsp,2023,844890.0,1420334.0
liri,2023,700638.0,0.0
laro,2023,1140360.0,1200.0
seki,2023,,
lacl,2023,16728.0,3223.0
brca,2023,2461269.0,408397.0
noca,2023,40351.0,0.0
asis,2023,2351874.0,3600.0
gari,2023,187223.0,0.0
kemo,2023,1499217.0,34946763.0
care,2023,1268861.0,87886.0
whis,2023,920311.0,5982.0
redw,2023,409105.0,10824.0
gree,2023,91785.0,0.0
maca,2023,654450.0,110436.0
coro,2023,140089.0,2508.0
wupa,2023,215703.0,6531.0
bith,2023,262791.0,0.0
natr,2024,7364833.0,9395608.0
chic,2024,1670498.0,0.0
rich,2024,156538.0,125379.0
mono,2024,116520.0,90.0
ozar,2024,1343779.0,0.0
lake,2024,6412854.0,232590.0
frsp,2024,818533.0,1485261.0
vafo,2024,1866480.0,0.0
cana,2024,1884091.0,0.0
guis,2024,7801176.0,217406.0
glca,2024,4725610.0,25354.0
bawa,2024,,
yose,2024,4121807.0,163922.0
ever,2024,741983.0,6000.0
moja,2024,424864.0,0.0
laro,2024,1091489.0,1200.0
redw,2024,622883.0,10824.0
nace,2024,,
buis,2024,42289.0,0.0
neri,2024,1811937.0,2400.0
choh,2024,4421276.0,11880.0
rocr,2024,1917170.0,12421269.0
caha,2024,2762954.0,141654.0
grsm,2024,12191834.0,10832000.0
biso,2024,779602.0,0.0
cuva,2024,2912454.0,0.0
buff,2024,1686348.0,0.0
pais,2024,514722.0,1800.0
seki,2024,,
cave,2024,460474.0,0.0
blri,2024,16733639.0,1010223.0
goga,2024,17187508.0,0.0
asis,2024,2282498.0,3600.0
bisc,2024,512213.0,0.0
anac,2024,,
cach,2024,387433.0,567325.0
vick,2024,403332.0,0.0
indu,2024,2705209.0,3943.0
grca,2024,4919163.0,21010.0
whis,2024,812244.0,5875.0
liri,2024,763209.0,0.0
olym,2024,3717267.0,1086478.0
havo,2024,1433593.0,1881779.0
dena,2024,466227.0,887033.0
mora,2024,1620006.0,870722.0
deva,2024,1440484.0,57328.0
shen,2024,1720211.0,10962.0
piro,2024,953052.0,1850.0
brca,2024,2498075.0,408146.0
bith,2024,271823.0,0.0
dino,2024,322113.0,732.0
dewa,2024,4079763.0,54000.0
pore,2024,2371800.0,25788.0
